booking_id,user_id,technician_id,service_category,problem_description,booking_date,status,final_cost,rating,simulated_distance_deg
1699,230,42,home cleaning,Move-in cleaning and sanitization for new home.,2025-09-07 15:28:19.898493,Completed,843,4.0,0.1175
1700,213,130,dish,Need TV wall mounted in the living room.,2025-10-12 15:28:19.898493,Completed,104,3.0,0.1281
1701,93,200,painter,Exterior balcony walls need weather-resistant paint.,2025-10-03 15:28:19.898493,Canceled,0,,0.0248
1702,38,156,oven/cooker,"Smell of gas near the stove, need urgent check.",2025-06-07 15:28:19.898493,Completed,741,4.0,0.1321
1703,220,73,oven/cooker,"Cooker thermostat seems broken, overheating.",2025-11-23 15:28:19.898493,Completed,566,4.0,0.036
1704,340,137,dish,"Receiver not picking up channels, needs configuration.",2026-01-27 15:28:19.898493,Canceled,0,,0.391
1705,459,161,carpentry,Antique wooden table has cracks and needs restoration.,2026-03-11 15:28:19.898493,Canceled,0,,0.0469
1706,82,197,electrical,Wiring for the new smart TV setup.,2026-03-12 15:28:19.898493,Completed,770,5.0,0.0355
1707,423,48,painter,Textured wall finish for the bedroom.,2025-12-27 15:28:19.898493,Completed,1293,5.0,0.0096
1708,210,158,electrical,Main circuit breaker needs inspection and replacement.,2025-07-12 15:28:19.898493,Completed,927,5.0,0.0334
1709,125,26,air condition,"AC making loud noise, needs servicing.",2025-11-08 15:28:19.898493,Completed,439,4.0,0.0221
1710,20,27,fan,Stand fan oscillation mechanism is broken.,2025-07-23 15:28:19.898493,Completed,190,4.0,0.1373
1711,388,97,plumbing,"Toilet is constantly running, wasting water.",2025-10-28 15:28:19.898493,Completed,282,3.0,0.0251
1712,82,62,electrical,Need smart home wiring for lights and thermostat.,2025-08-18 15:28:19.898493,Canceled,0,,0.0248
1713,331,11,painter,Textured wall finish for the bedroom.,2025-11-16 15:28:19.898493,Completed,786,5.0,0.0283
1714,171,40,home cleaning,Oven and kitchen appliance cleaning needed.,2025-12-19 15:28:19.898493,Completed,299,5.0,0.0624
1715,378,183,plumbing,The kitchen drain is clogged and water backs up.,2026-03-31 15:28:19.898493,Completed,403,5.0,0.0239
1716,152,196,air condition,"AC deep cleaning, bad smell coming from vents.",2025-12-03 15:28:19.898493,Completed,127,4.0,0.0154
1717,74,80,fan,Need to install a new ceiling fan in the bedroom.,2025-10-11 15:28:19.898493,Canceled,0,,0.034
1718,128,47,air condition,Air conditioner is leaking water inside the house.,2025-06-05 15:28:19.898493,Completed,1407,5.0,0.0207
1719,323,195,dish,"Receiver not picking up channels, needs configuration.",2025-06-22 15:28:19.898493,Completed,112,4.0,0.0167
1720,499,22,home cleaning,Weekly house cleaning service needed.,2025-06-17 15:28:19.898493,Completed,476,5.0,0.0775
1721,281,191,home cleaning,Deep cleaning before moving into a new apartment.,2025-09-08 15:28:19.898493,Completed,836,4.0,0.1423
1722,169,150,oven/cooker,Heating element in the oven burned out.,2025-12-11 15:28:19.898493,Completed,1419,4.0,0.0773
1723,462,92,fan,Need to install a new ceiling fan in the bedroom.,2025-04-27 15:28:19.898493,Completed,366,4.0,0.0238
1724,8,156,oven/cooker,"Oven temperature is inconsistent, burns food.",2025-11-22 15:28:19.898493,Completed,494,4.0,0.0455
1725,200,31,electrical,Wall outlet stopped working and smells like burning.,2025-12-04 15:28:19.898493,Canceled,0,,0.3177
1726,132,105,air condition,Split unit filter and coil cleaning.,2026-02-24 15:28:19.898493,Completed,126,2.0,0.4281
1727,164,116,painter,Fill holes and repaint where old shelves were mounted.,2025-06-20 15:28:19.898493,Canceled,0,,0.3642
1728,54,43,fan,Kitchen exhaust fan not pulling smoke out.,2025-09-25 15:28:19.898493,Completed,496,4.0,0.0982
1729,315,83,electrical,Wiring for the new smart TV setup.,2025-06-28 15:28:19.898493,Completed,801,4.0,0.038
1730,317,51,painter,Need to repaint the living room walls.,2026-04-02 15:28:19.898493,Completed,812,4.0,0.0563
1731,252,135,home cleaning,"Carpet cleaning, multiple rooms, heavy stains.",2026-01-16 15:28:19.898493,Completed,375,5.0,0.3178
1732,149,192,electrical,Need to rewire the living room for extra outlets.,2025-12-28 15:28:19.898493,Canceled,0,,0.1002
1733,197,10,plumbing,Shower drain is very slow and smells terrible.,2025-12-18 15:28:19.898493,Canceled,0,,0.0238
1734,304,15,carpentry,The bedroom door is stuck and won't close.,2025-07-06 15:28:19.898493,Completed,428,4.0,0.3111
1735,157,27,fan,Need to install a new ceiling fan in the bedroom.,2026-04-01 15:28:19.898493,Completed,380,3.0,0.0242
1736,421,109,air condition,Split unit filter and coil cleaning.,2025-04-16 15:28:19.898493,Completed,250,3.0,0.3771
1737,415,113,home cleaning,"Upholstery and sofa cleaning, pet stains.",2025-12-31 15:28:19.898493,Completed,320,3.0,0.1375
1738,240,48,painter,Front gate needs rust removal and repainting.,2025-06-30 15:28:19.898493,Completed,862,5.0,0.0289
1739,131,156,oven/cooker,Heating element in the oven burned out.,2025-06-22 15:28:19.898493,Canceled,0,,0.0257
1740,152,193,plumbing,The water heater is making strange noises and water is cold.,2026-03-18 15:28:19.898493,Canceled,0,,0.3102
1741,379,26,air condition,Need to install a new split unit in the bedroom.,2025-07-06 15:28:19.898493,Completed,1317,5.0,0.1676
1742,2,136,fridge/freezer,Fridge compressor running but not cooling.,2025-05-25 15:28:19.898493,Completed,1515,5.0,0.12
1743,162,14,fridge/freezer,Fridge leaking water inside on the shelves.,2025-06-05 15:28:19.898493,Completed,472,4.0,0.0209
1744,113,61,carpentry,The bedroom door is stuck and won't close.,2025-10-19 15:28:19.898493,Completed,928,5.0,0.3993
1745,70,19,carpentry,"Front door lock mechanism is jammed, door won't open.",2026-01-13 15:28:19.898493,Completed,233,4.0,0.4226
1746,247,155,home cleaning,"Kitchen deep clean, grease buildup on surfaces.",2025-04-14 15:28:19.898493,Completed,205,4.0,0.0378
1747,167,35,carpentry,Kitchen cabinet hinges are broken.,2025-05-26 15:28:19.898493,Completed,119,4.0,0.0345
1748,399,127,carpentry,Wall-mounted bookshelf needs professional installation.,2026-03-04 15:28:19.898493,Canceled,0,,0.199
1749,324,109,air condition,Need to install a new split unit in the bedroom.,2025-05-17 15:28:19.898493,Completed,750,4.0,0.0816
1750,271,122,air condition,"AC deep cleaning, bad smell coming from vents.",2025-10-13 15:28:19.898493,Completed,802,4.0,0.1679
1751,422,76,air condition,"AC deep cleaning, bad smell coming from vents.",2025-08-08 15:28:19.898493,Canceled,0,,0.0196
1752,487,20,carpentry,Fixing a broken leg on the dining table.,2026-01-14 15:28:19.898493,Canceled,0,,0.1498
1753,268,136,fridge/freezer,Ice maker producing small or hollow ice cubes.,2026-02-16 15:28:19.898493,Canceled,0,,0.3783
1754,478,50,electrical,Sparking sound coming from the wall outlet.,2025-12-07 15:28:19.898493,Completed,1090,5.0,0.004
1755,422,123,plumbing,The water heater is making strange noises and water is cold.,2025-10-16 15:28:19.898493,Completed,552,5.0,0.0251
1756,33,109,air condition,"AC making loud noise, needs servicing.",2025-07-22 15:28:19.898493,Canceled,0,,0.0369
1757,18,167,plumbing,Dishwasher water line needs professional installation.,2026-01-03 15:28:19.898493,Completed,608,4.0,0.1308
1758,310,171,air condition,Split unit filter and coil cleaning.,2026-03-28 15:28:19.898493,Completed,188,3.0,0.0189
1759,66,190,carpentry,"Front door lock mechanism is jammed, door won't open.",2026-01-14 15:28:19.898493,Canceled,0,,0.436
1760,387,61,carpentry,Kitchen cabinet hinges are broken.,2025-07-21 15:28:19.898493,Canceled,0,,0.364
1761,55,189,electrical,Need smart home wiring for lights and thermostat.,2026-03-20 15:28:19.898493,Completed,561,5.0,0.0455
1762,142,191,home cleaning,"Upholstery and sofa cleaning, pet stains.",2026-04-02 15:28:19.898493,Completed,836,5.0,0.0227
1763,62,129,fridge/freezer,Ice maker producing small or hollow ice cubes.,2025-09-16 15:28:19.898493,Completed,1072,4.0,0.2842
1764,262,159,carpentry,"Bathroom cabinet door fell off, need repair.",2025-09-20 15:28:19.898493,Completed,1146,5.0,0.0245
1765,347,38,plumbing,My kitchen sink is leaking continuously.,2025-06-12 15:28:19.898493,Canceled,0,,0.0227
1766,343,160,dish,Need to install a new satellite dish on the roof.,2025-04-09 15:28:19.898493,Completed,362,5.0,0.0176
1767,452,45,oven/cooker,"Oven not heating up, food stays raw.",2026-03-31 15:28:19.898493,Completed,579,4.0,0.0262
1768,98,114,fan,Pedestal fan making grinding noise.,2026-03-03 15:28:19.898493,Completed,756,5.0,0.0169
1769,333,102,fan,Replace old ceiling fan with a modern one.,2026-03-14 15:28:19.898493,Completed,896,4.0,0.0591
1770,225,15,carpentry,New office desk needs professional assembly.,2025-10-14 15:28:19.898493,Completed,214,4.0,0.0141
1771,213,24,dish,Hide TV cables inside the wall for clean look.,2026-03-27 15:28:19.898493,Canceled,0,,0.316
1772,267,141,carpentry,The bedroom door is stuck and won't close.,2025-11-18 15:28:19.898493,Canceled,0,,0.1372
1773,333,54,oven/cooker,"Gas cooker burner won't ignite, clicking sound.",2025-08-26 15:28:19.898493,Completed,544,4.0,0.0151
1774,418,176,electrical,Wall outlet stopped working and smells like burning.,2025-07-27 15:28:19.898493,Canceled,0,,0.1245
1775,283,142,electrical,Main circuit breaker needs inspection and replacement.,2025-10-07 15:28:19.898493,Canceled,0,,0.013
1776,36,128,dish,Need to install a new satellite dish on the roof.,2026-04-01 15:28:19.898493,Completed,526,3.0,0.1506
1777,140,57,plumbing,Dishwasher water line needs professional installation.,2026-02-25 15:28:19.898493,Completed,1006,5.0,0.0466
1778,335,92,fan,Stand fan oscillation mechanism is broken.,2025-12-17 15:28:19.898493,Completed,183,4.0,0.0243
1779,139,164,painter,Fill holes and repaint where old shelves were mounted.,2026-03-20 15:28:19.898493,Completed,436,5.0,0.0985
1780,422,92,fan,Attic ventilation fan installation needed.,2025-05-08 15:28:19.898493,Canceled,0,,0.4017
1781,443,134,fan,Attic ventilation fan installation needed.,2025-07-30 15:28:19.898493,Completed,663,4.0,0.039
1782,335,53,dish,Run cable from dish to multiple rooms.,2026-03-18 15:28:19.898493,Completed,844,5.0,0.038
1783,34,40,home cleaning,Need a full apartment cleaning this weekend.,2025-08-12 15:28:19.898493,Completed,299,5.0,0.0406
1784,465,185,plumbing,Need help installing a new washing machine drain.,2025-11-09 15:28:19.898493,Completed,864,5.0,0.009
1785,52,113,home cleaning,Need a full apartment cleaning this weekend.,2025-09-17 15:28:19.898493,Canceled,0,,0.1347
1786,166,147,electrical,Need to install new LED light fixtures in the kitchen.,2025-12-26 15:28:19.898493,Completed,269,4.0,0.0966
1787,288,150,oven/cooker,"Cooker thermostat seems broken, overheating.",2025-08-25 15:28:19.898493,Completed,946,5.0,0.0842
1788,264,160,dish,Need TV wall mounted in the living room.,2025-10-22 15:28:19.898493,Completed,181,4.0,0.0307
1789,6,167,plumbing,Shower drain is very slow and smells terrible.,2025-07-29 15:28:19.898493,Canceled,0,,0.0341
1790,498,156,oven/cooker,"Oven temperature is inconsistent, burns food.",2025-08-10 15:28:19.898493,Canceled,0,,0.107
1791,291,174,painter,Bathroom ceiling paint is peeling off.,2025-04-19 15:28:19.898493,Completed,430,3.0,0.1455
1792,220,106,carpentry,New office desk needs professional assembly.,2025-09-23 15:28:19.898493,Completed,298,4.0,0.1286
1793,94,189,electrical,Sparking sound coming from the wall outlet.,2025-05-02 15:28:19.898493,Completed,374,4.0,0.0529
1794,158,22,home cleaning,"Upholstery and sofa cleaning, pet stains.",2026-02-16 15:28:19.898493,Completed,952,5.0,0.026
1795,273,167,plumbing,"Toilet is constantly running, wasting water.",2026-01-26 15:28:19.898493,Completed,608,5.0,0.0134
1796,284,52,dish,Satellite dish setup with receiver configuration.,2025-10-15 15:28:19.898493,Canceled,0,,0.0387
1797,87,35,carpentry,"Bathroom cabinet door fell off, need repair.",2025-06-09 15:28:19.898493,Canceled,0,,0.2934
1798,315,24,dish,Need to install a new satellite dish on the roof.,2025-11-17 15:28:19.898493,Canceled,0,,0.4513
1799,455,136,fridge/freezer,Fridge compressor running but not cooling.,2025-05-08 15:28:19.898493,Completed,1515,4.0,0.377
1800,186,21,painter,Fresh paint job for the entire apartment.,2025-09-02 15:28:19.898493,Canceled,0,,0.1259
1801,326,2,plumbing,The toilet won't flush properly.,2025-11-01 15:28:19.898493,Completed,382,4.0,0.0724
1802,99,137,dish,"Dish was damaged in wind storm, needs fixing.",2026-03-08 15:28:19.898493,Canceled,0,,0.4055
1803,494,136,fridge/freezer,"Auto-defrost not working, ice on back wall.",2025-11-10 15:28:19.898493,Completed,1010,4.0,0.3879
1804,165,194,fridge/freezer,"Auto-defrost not working, ice on back wall.",2026-03-16 15:28:19.898493,Completed,476,4.0,0.0326
1805,147,182,painter,Need to repaint the living room walls.,2025-07-12 15:28:19.898493,Completed,928,5.0,0.0987
1806,91,197,electrical,Need to rewire the living room for extra outlets.,2025-05-09 15:28:19.898493,Completed,1155,5.0,0.0308
1807,453,124,air condition,Split unit filter and coil cleaning.,2025-07-13 15:28:19.898493,Canceled,0,,0.0234
1808,351,111,plumbing,Dishwasher water line needs professional installation.,2025-10-03 15:28:19.898493,Completed,230,3.0,0.1026
1809,189,88,plumbing,The toilet won't flush properly.,2025-07-09 15:28:19.898493,Completed,390,4.0,0.3251
1810,459,155,home cleaning,"Post-renovation deep cleaning, lots of dust.",2025-06-09 15:28:19.898493,Completed,410,3.0,0.1506
1811,406,3,plumbing,The water heater is making strange noises and water is cold.,2025-12-23 15:28:19.898493,Canceled,0,,0.3406
1812,222,119,fan,Kitchen exhaust fan not pulling smoke out.,2025-09-27 15:28:19.898493,Completed,1190,5.0,0.2759
1813,400,121,electrical,Sparking sound coming from the wall outlet.,2026-01-30 15:28:19.898493,Completed,418,4.0,0.0156
1814,466,45,oven/cooker,"Oven not heating up, food stays raw.",2025-07-16 15:28:19.898493,Completed,386,3.0,0.1117
1815,184,55,plumbing,Shower drain is very slow and smells terrible.,2025-09-26 15:28:19.898493,Canceled,0,,0.0187
1816,249,78,fan,"Ceiling fan stopped working, no rotation.",2025-11-30 15:28:19.898493,Completed,694,4.0,0.1522
1817,146,142,electrical,Need smart home wiring for lights and thermostat.,2025-09-23 15:28:19.898493,Completed,894,5.0,0.0026
1818,217,11,painter,Textured wall finish for the bedroom.,2025-04-26 15:28:19.898493,Completed,786,5.0,0.0188
1819,292,109,air condition,Air conditioner gas recharge needed.,2026-03-25 15:28:19.898493,Canceled,0,,0.098
1820,10,192,electrical,Main circuit breaker needs inspection and replacement.,2025-12-07 15:28:19.898493,Completed,564,4.0,0.0196
1821,295,103,fan,Kitchen exhaust fan not pulling smoke out.,2025-10-14 15:28:19.898493,Canceled,0,,0.0662
1822,461,109,air condition,Wall-mounted AC unit installation with piping.,2025-04-08 15:28:19.898493,Completed,750,4.0,0.0403
1823,286,114,fan,Kitchen exhaust fan not pulling smoke out.,2026-01-14 15:28:19.898493,Completed,756,5.0,0.1374
1824,492,139,electrical,Need to rewire the living room for extra outlets.,2026-02-22 15:28:19.898493,Completed,354,2.0,0.1602
1825,205,43,fan,Attic ventilation fan installation needed.,2025-07-15 15:28:19.898493,Completed,744,4.0,0.0221
1826,285,122,air condition,Wall-mounted AC unit installation with piping.,2025-09-25 15:28:19.898493,Completed,1203,5.0,0.082
1827,50,93,dish,Run cable from dish to multiple rooms.,2025-07-04 15:28:19.898493,Completed,696,5.0,0.1095
1828,267,87,fridge/freezer,Water pooling under the fridge.,2025-10-16 15:28:19.898493,Completed,352,4.0,0.0427
1829,447,129,fridge/freezer,Refrigerator makes loud humming noise.,2025-11-24 15:28:19.898493,Completed,1608,5.0,0.0262
1830,479,78,fan,"Ceiling fan stopped working, no rotation.",2025-07-01 15:28:19.898493,Completed,694,5.0,0.0242
1831,85,58,plumbing,Need help installing a new washing machine drain.,2026-02-18 15:28:19.898493,Canceled,0,,0.1462
1832,14,120,dish,Need TV wall mounted in the living room.,2025-05-08 15:28:19.898493,Canceled,0,,0.1873
1833,278,119,fan,Replace old ceiling fan with a modern one.,2025-07-11 15:28:19.898493,Completed,1190,4.0,0.2333
1834,294,160,dish,"Dish was damaged in wind storm, needs fixing.",2025-09-14 15:28:19.898493,Completed,362,4.0,0.0254
1835,364,106,carpentry,Antique wooden table has cracks and needs restoration.,2026-02-14 15:28:19.898493,Canceled,0,,0.1056
1836,119,196,air condition,Split unit filter and coil cleaning.,2025-06-20 15:28:19.898493,Completed,127,4.0,0.1103
1837,190,159,carpentry,"Bathroom cabinet door fell off, need repair.",2025-12-21 15:28:19.898493,Completed,1146,5.0,0.0271
1838,298,118,fan,Attic ventilation fan installation needed.,2025-12-01 15:28:19.898493,Completed,322,3.0,0.1456
1839,55,19,carpentry,Antique wooden table has cracks and needs restoration.,2026-03-01 15:28:19.898493,Completed,466,3.0,0.4293
1840,376,113,home cleaning,Move-out cleaning for apartment handover.,2025-07-05 15:28:19.898493,Completed,320,3.0,0.121
1841,107,172,air condition,"AC making loud noise, needs servicing.",2025-12-08 15:28:19.898493,Completed,236,4.0,0.1017
1842,193,76,air condition,Air conditioner gas recharge needed.,2026-02-25 15:28:19.898493,Completed,786,4.0,0.4197
1843,7,14,fridge/freezer,"Auto-defrost not working, ice on back wall.",2025-07-20 15:28:19.898493,Canceled,0,,0.1481
1844,144,170,fridge/freezer,"Freezer not freezing, ice cream melting.",2025-11-22 15:28:19.898493,Canceled,0,,0.0251
1845,4,114,fan,"Ceiling fan stopped working, no rotation.",2025-10-15 15:28:19.898493,Completed,756,5.0,0.0224
1846,380,122,air condition,Split unit filter and coil cleaning.,2025-08-13 15:28:19.898493,Completed,802,5.0,0.1416
1847,182,93,dish,Run cable from dish to multiple rooms.,2025-07-31 15:28:19.898493,Completed,696,5.0,0.0132
1848,54,43,fan,Attic ventilation fan installation needed.,2025-10-31 15:28:19.898493,Completed,496,4.0,0.0982
1849,262,10,plumbing,"Need the water heater replaced, it's rusty and old.",2025-09-14 15:28:19.898493,Canceled,0,,0.0184
1850,194,116,painter,Exterior balcony walls need weather-resistant paint.,2025-05-13 15:28:19.898493,Completed,936,4.0,0.2992
1851,174,90,plumbing,"Need the water heater replaced, it's rusty and old.",2026-01-09 15:28:19.898493,Completed,708,4.0,0.0321
1852,314,15,carpentry,"Front door lock mechanism is jammed, door won't open.",2025-05-25 15:28:19.898493,Canceled,0,,0.0295
1853,245,16,carpentry,"Front door lock mechanism is jammed, door won't open.",2025-07-16 15:28:19.898493,Completed,110,2.0,0.3678
1854,39,197,electrical,Wall outlet stopped working and smells like burning.,2026-03-20 15:28:19.898493,Completed,1155,5.0,0.1672
1855,260,93,dish,New receiver programming and channel scan.,2025-06-14 15:28:19.898493,Completed,696,5.0,0.045
1856,88,35,carpentry,Fixing a broken leg on the dining table.,2025-04-09 15:28:19.898493,Canceled,0,,0.1477
1857,350,54,oven/cooker,Heating element in the oven burned out.,2025-10-28 15:28:19.898493,Canceled,0,,0.0361
1858,14,73,oven/cooker,"Oven temperature is inconsistent, burns food.",2026-03-06 15:28:19.898493,Canceled,0,,0.1285
1859,390,194,fridge/freezer,Fridge compressor running but not cooling.,2025-06-20 15:28:19.898493,Completed,714,3.0,0.2935
1860,75,136,fridge/freezer,Ice maker in the fridge stopped working.,2025-12-25 15:28:19.898493,Completed,1010,5.0,0.0969
1861,327,175,fan,Attic ventilation fan installation needed.,2025-11-30 15:28:19.898493,Canceled,0,,0.1004
1862,382,117,home cleaning,Oven and kitchen appliance cleaning needed.,2025-07-10 15:28:19.898493,Completed,290,3.0,0.3443
1863,289,102,fan,Stand fan oscillation mechanism is broken.,2025-07-21 15:28:19.898493,Completed,896,5.0,0.0365
1864,30,48,painter,Fill holes and repaint where old shelves were mounted.,2025-06-09 15:28:19.898493,Completed,431,5.0,0.0494
1865,123,61,carpentry,Kitchen cabinet hinges are broken.,2025-10-03 15:28:19.898493,Completed,928,5.0,0.3831
1866,181,119,fan,Kitchen exhaust fan not pulling smoke out.,2025-10-28 15:28:19.898493,Completed,1190,4.0,0.2668
1867,11,151,air condition,"AC deep cleaning, bad smell coming from vents.",2026-01-20 15:28:19.898493,Completed,259,4.0,0.0425
1868,145,126,home cleaning,Need a full apartment cleaning this weekend.,2025-06-22 15:28:19.898493,Canceled,0,,0.287
1869,325,170,fridge/freezer,Fridge leaking water inside on the shelves.,2026-02-10 15:28:19.898493,Completed,356,3.0,0.0082
1870,145,125,dish,Hide TV cables inside the wall for clean look.,2025-10-17 15:28:19.898493,Canceled,0,,0.4307
1871,188,28,air condition,Wall-mounted AC unit installation with piping.,2025-12-04 15:28:19.898493,Completed,369,3.0,0.0416
1872,152,186,painter,Fresh paint job for the entire apartment.,2025-09-07 15:28:19.898493,Canceled,0,,0.099
1873,59,173,plumbing,"Bathroom pipe burst, flooding the floor!",2025-07-04 15:28:19.898493,Completed,1122,5.0,0.0225
1874,373,107,fridge/freezer,Fridge compressor running but not cooling.,2026-02-07 15:28:19.898493,Canceled,0,,0.0108
1875,419,191,home cleaning,Oven and kitchen appliance cleaning needed.,2025-08-28 15:28:19.898493,Completed,836,5.0,0.0061
1876,408,86,painter,Bathroom ceiling paint is peeling off.,2025-04-10 15:28:19.898493,Completed,378,5.0,0.0301
1877,205,43,fan,Ceiling fan wobbling dangerously when spinning.,2025-06-10 15:28:19.898493,Completed,496,4.0,0.0221
1878,148,191,home cleaning,Move-out cleaning for apartment handover.,2025-07-19 15:28:19.898493,Completed,1254,5.0,0.0343
1879,154,114,fan,Ceiling fan wobbling dangerously when spinning.,2025-09-10 15:28:19.898493,Canceled,0,,0.1355
1880,206,60,electrical,Need to install new LED light fixtures in the kitchen.,2026-03-11 15:28:19.898493,Canceled,0,,0.008
1881,261,17,fridge/freezer,Ice maker producing small or hollow ice cubes.,2025-09-10 15:28:19.898493,Completed,458,4.0,0.1041
1882,371,158,electrical,Need smart home wiring for lights and thermostat.,2025-06-17 15:28:19.898493,Completed,618,5.0,0.0171
1883,424,56,carpentry,New office desk needs professional assembly.,2025-08-09 15:28:19.898493,Completed,102,3.0,0.1375
1884,66,162,carpentry,Fixing a broken leg on the dining table.,2025-12-12 15:28:19.898493,Completed,296,4.0,0.0238
1885,86,175,fan,Pedestal fan making grinding noise.,2025-05-21 15:28:19.898493,Completed,191,5.0,0.0273
1886,395,147,electrical,Sparking sound coming from the wall outlet.,2025-09-29 15:28:19.898493,Completed,807,4.0,0.0851
1887,447,158,electrical,Sparking sound coming from the wall outlet.,2025-07-03 15:28:19.898493,Completed,927,5.0,0.0122
1888,65,78,fan,Stand fan oscillation mechanism is broken.,2025-07-07 15:28:19.898493,Completed,694,5.0,0.0248
1889,386,105,air condition,Split unit filter and coil cleaning.,2025-04-27 15:28:19.898493,Completed,252,2.0,0.0545
1890,56,129,fridge/freezer,"Freezer not freezing, ice cream melting.",2026-01-05 15:28:19.898493,Completed,1072,5.0,0.3036
1891,431,129,fridge/freezer,Water pooling under the fridge.,2025-07-25 15:28:19.898493,Completed,1072,5.0,0.0039
1892,247,199,plumbing,"Toilet is constantly running, wasting water.",2025-06-06 15:28:19.898493,Completed,440,3.0,0.4402
1893,60,164,painter,Front gate needs rust removal and repainting.,2025-09-18 15:28:19.898493,Completed,872,5.0,0.1176
1894,287,173,plumbing,The toilet won't flush properly.,2025-12-20 15:28:19.898493,Completed,374,4.0,0.3848
1895,191,144,plumbing,My kitchen sink is leaking continuously.,2026-03-16 15:28:19.898493,Canceled,0,,0.3948
1896,299,14,fridge/freezer,Ice maker producing small or hollow ice cubes.,2025-10-25 15:28:19.898493,Canceled,0,,0.0356
1897,92,102,fan,Need to install a new ceiling fan in the bedroom.,2025-06-13 15:28:19.898493,Completed,896,5.0,0.0174
1898,146,111,plumbing,"Need the water heater replaced, it's rusty and old.",2025-11-28 15:28:19.898493,Canceled,0,,0.1118
1899,450,150,oven/cooker,"Cooker thermostat seems broken, overheating.",2026-03-07 15:28:19.898493,Completed,946,5.0,0.0367
1900,443,103,fan,"Ceiling fan stopped working, no rotation.",2025-08-25 15:28:19.898493,Completed,248,2.0,0.1812
1901,346,53,dish,"Satellite signal is weak, dish needs realignment.",2025-06-07 15:28:19.898493,Completed,422,5.0,0.3287
1902,262,136,fridge/freezer,"Freezer frost buildup, can't close the door.",2025-04-10 15:28:19.898493,Completed,1010,5.0,0.0192
1903,159,55,plumbing,The water heater is making strange noises and water is cold.,2026-03-16 15:28:19.898493,Completed,804,4.0,0.1343
1904,198,140,home cleaning,Move-out cleaning for apartment handover.,2026-02-24 15:28:19.898493,Completed,476,4.0,0.1446
1905,229,157,fridge/freezer,"Freezer frost buildup, can't close the door.",2025-05-27 15:28:19.898493,Canceled,0,,0.3241
1906,420,162,carpentry,Assembling a new IKEA wardrobe.,2025-04-29 15:28:19.898493,Completed,148,4.0,0.0084
1907,297,57,plumbing,The toilet won't flush properly.,2025-08-10 15:28:19.898493,Canceled,0,,0.2812
1908,12,48,painter,Front gate needs rust removal and repainting.,2025-07-16 15:28:19.898493,Canceled,0,,0.1164
1909,242,17,fridge/freezer,Refrigerator makes loud humming noise.,2025-09-24 15:28:19.898493,Canceled,0,,0.0173
1910,157,38,plumbing,Shower drain is very slow and smells terrible.,2025-05-24 15:28:19.898493,Completed,614,5.0,0.0539
1911,473,39,fan,Ceiling fan wobbling dangerously when spinning.,2025-04-27 15:28:19.898493,Canceled,0,,0.0346
1912,428,17,fridge/freezer,Ice maker in the fridge stopped working.,2026-02-18 15:28:19.898493,Completed,458,4.0,0.3977
1913,41,16,carpentry,Wall-mounted bookshelf needs professional installation.,2025-10-24 15:28:19.898493,Canceled,0,,0.0256
1914,311,140,home cleaning,"Kitchen deep clean, grease buildup on surfaces.",2025-04-12 15:28:19.898493,Completed,238,4.0,0.0281
1915,166,166,electrical,Need to install new LED light fixtures in the kitchen.,2025-07-26 15:28:19.898493,Completed,291,5.0,0.024
1916,371,56,carpentry,"Front door lock mechanism is jammed, door won't open.",2025-08-25 15:28:19.898493,Canceled,0,,0.3823
1917,328,34,air condition,Split unit filter and coil cleaning.,2025-07-25 15:28:19.898493,Completed,211,4.0,0.0827
1918,69,101,dish,Need TV wall mounted in the living room.,2025-05-27 15:28:19.898493,Completed,194,4.0,0.023
1919,194,28,air condition,"AC deep cleaning, bad smell coming from vents.",2026-01-21 15:28:19.898493,Canceled,0,,0.1041
1920,175,64,home cleaning,Deep cleaning before moving into a new apartment.,2025-09-18 15:28:19.898493,Completed,384,3.0,0.3776
1921,344,156,oven/cooker,"Oven temperature is inconsistent, burns food.",2026-03-26 15:28:19.898493,Completed,494,4.0,0.0432
1922,463,53,dish,"Satellite signal is weak, dish needs realignment.",2026-03-23 15:28:19.898493,Completed,844,4.0,0.4142
1923,34,76,air condition,"AC making loud noise, needs servicing.",2026-03-12 15:28:19.898493,Canceled,0,,0.0185
1924,290,23,plumbing,"Toilet is constantly running, wasting water.",2026-01-29 15:28:19.898493,Completed,242,3.0,0.0998
1925,118,71,oven/cooker,"Cooker thermostat seems broken, overheating.",2025-08-02 15:28:19.898493,Completed,216,3.0,0.0316
1926,220,96,dish,Run cable from dish to multiple rooms.,2025-08-02 15:28:19.898493,Completed,480,3.0,0.0221
1927,46,6,air condition,AC is running but not cooling the room at all.,2025-09-10 15:28:19.898493,Completed,1749,5.0,0.0176
1928,122,155,home cleaning,"Post-renovation deep cleaning, lots of dust.",2026-02-16 15:28:19.898493,Canceled,0,,0.0365
1929,121,99,dish,Satellite dish setup with receiver configuration.,2025-10-14 15:28:19.898493,Completed,568,3.0,0.3139
1930,39,166,electrical,Main circuit breaker needs inspection and replacement.,2025-11-18 15:28:19.898493,Completed,873,5.0,0.0422
1931,141,73,oven/cooker,Stove top electric coil needs replacement.,2025-12-27 15:28:19.898493,Completed,849,3.0,0.0929
1932,215,122,air condition,"AC not cooling, probably needs freon refill.",2025-04-17 15:28:19.898493,Completed,802,4.0,0.0657
